frame,BandwidthRefb, BandwidthTestb, TotalNMRb, WinModDiff1b, ADBb, EHSb, AvgModDiff1b, AvgModDiff2b, RmsNoiseLoudb, MFPDb, RelDistFramesb, DI, ODG
120,"443,247","442,859","-4,72203","25,8592","1,92365","0,237051","25,6892","34,776","1,36177","0,999997","0,625","-2,58819","-3,68641"
121,"443,247","442,859","-4,72472","25,8138","1,92293","0,236212","25,6781","34,8095","1,35644","0,999997","0,628099","-2,58355","-3,68514"
122,"443,247","442,859","-4,71906","25,7844","1,9232","0,23522","25,6856","34,9212","1,35163","0,999997","0,631148","-2,58117","-3,68449"
123,"443,035","442,651","-4,73372","25,7549","1,92158","0,234735","25,6577","34,8889","1,34472","0,999998","0,626016","-2,58007","-3,68419"
124,"443,035","442,651","-4,74833","25,7189","1,92041","0,234338","25,6172","34,8113","1,33788","0,999998","0,620968","-2,57883","-3,68384"
125,"443,035","442,651","-4,75444","25,6762","1,9191","0,233749","25,5893","34,7955","1,33208","0,999998","0,624","-2,57263","-3,68213"
126,"441,954","441,575","-4,74594","25,6306","1,9191","0,23602","25,588","34,8272","1,33444","0,999998","0,626984","-2,5708","-3,68163"
127,"440,909","440,534","-4,6584","25,6346","1,92832","0,235072","25,7124","35,2323","1,33627","0,999998","0,629921","-2,5864","-3,68592"
128,"440,18","439,809","-4,66482","25,6769","1,92707","0,234028","25,7559","35,1133","1,33017","0,999999","0,632812","-2,58087","-3,68441"
129,"440,022","439,656","-4,66611","25,7541","1,9275","0,23451","25,7986","35,7733","1,32539","0,999999","0,635659","-2,57965","-3,68407"
130,"439,385","439,022","-4,67273","25,8355","1,92763","0,233844","25,8115","35,8856","1,32218","0,999999","0,638462","-2,57455","-3,68266"
131,"439,696","439,337","-4,68436","25,8686","1,92711","0,235999","25,8369","35,749","1,31646","0,999999","0,633588","-2,57685","-3,6833"
132,"440,194","439,839","-4,63625","25,9538","1,93465","0,234499","26,121","36,2096","1,31759","0,999999","0,636364","-2,59592","-3,68851"
133,"440,489","440,138","-4,64215","26,0033","1,93524","0,233431","26,04","35,8025","1,31131","0,999999","0,639098","-2,5868","-3,68603"
134,"440,979","440,632","-4,65487","26,0263","1,93531","0,232597","25,9315","35,4812","1,30565","0,999999","0,634328","-2,58299","-3,68499"
135,"441,729","441,385","-4,67167","26,0378","1,93321","0,231816","25,9006","35,2858","1,30013","0,999999","0,637037","-2,57561","-3,68296"
136,"442,454","442,113","-4,68728","26,0237","1,93192","0,231993","26,0409","35,583","1,32643","0,999999","0,639706","-2,58676","-3,68602"
137,"442,694","442,357","-4,68647","26,0018","1,93335","0,23125","25,9554","35,3614","1,32455","0,999999","0,642336","-2,58107","-3,68446"
138,"443,121","442,788","-4,70671","25,9871","1,93072","0,231674","25,9162","35,1887","1,31902",1,"0,637681","-2,57898","-3,68388"
139,"443,34",443,"-4,72316","25,9548","1,92855","0,231071","25,8356","35,0514","1,31323",1,"0,640288","-2,56932","-3,68122"
140,"443,822","443,485","-4,73965","25,8931","1,92624","0,231432","25,7754","34,8973","1,30834",1,"0,635714","-2,56759","-3,68074"
141,"443,971","443,637","-4,75699","25,8352","1,92463","0,231245","25,7337","34,7928","1,30307",1,"0,631206","-2,56626","-3,68036"
142,"444,33",444,"-4,72561","25,7992","1,92764","0,230511","25,791","34,915","1,31607",1,"0,633803","-2,5759","-3,68304"
143,"444,731","444,404","-4,71277","25,7731","1,92989","0,229854","25,7543","34,764","1,31326",1,"0,636364","-2,57406","-3,68253"
144,"445,257","444,933","-4,71374","25,7701","1,93135","0,22902","25,7708","34,702","1,30969",1,"0,638889","-2,57275","-3,68217"
145,"445,783","445,462","-4,71799","25,7544","1,93427","0,228328","25,652","34,5036","1,30444",1,"0,641379","-2,56526","-3,68009"
146,"445,935","445,617","-4,73346","25,7353","1,93253","0,228345","25,7478","34,6893","1,30051",1,"0,643836","-2,5649","-3,67999"
147,"446,056","445,741","-4,74988","25,7178","1,92994","0,227813","25,7035","34,6003","1,29542",1,"0,639456","-2,56248","-3,67931"
148,"446,193","445,881","-4,76663","25,6835","1,92756","0,227025","25,6495","34,5442","1,29328",1,"0,635135","-2,56075","-3,67883"
149,"445,691","445,382","-4,75284","25,7034","1,9321","0,227134","25,7588","34,8738","1,31203",1,"0,637584","-2,57221","-3,68202"
150,"445,748","445,441","-4,76659","25,7199","1,92986","0,227749","25,8184","34,7389","1,30668",1,"0,633333","-2,57403","-3,68252"
151,"446,259","445,955","-4,77384","25,7647","1,92947","0,227497","25,872","34,7607","1,30196",1,"0,635762","-2,5723","-3,68204"
152,"446,478","446,177","-4,77604","25,8455","1,93061","0,227867","25,9111","35,1897","1,29857",1,"0,638158","-2,5719","-3,68193"
153,"446,833","446,535","-4,77993","25,8905","1,9319","0,236183","25,9257","35,3627","1,29429",1,"0,640523","-2,57097","-3,68167"
154,"447,165","446,87","-4,78878","25,917","1,9312","0,235548","25,921","35,3042","1,28979",1,"0,642857","-2,56627","-3,68037"
155,"447,664","447,371","-4,80159","25,9398","1,92964","0,236536","25,9663","35,4942","1,28705",1,"0,63871","-2,56996","-3,68139"
156,"448,145","447,855","-4,78362","25,9887","1,93212","0,23925","26,1128","36,3035","1,30029",1,"0,641026","-2,58356","-3,68514"
157,"448,61","448,322","-4,78674","26,0036","1,93313","0,239795","26,0131","36,0305","1,29551",1,"0,643312","-2,57601","-3,68307"
158,"448,496","448,21","-4,79779","26,0026","1,93312","0,239344","25,9374","35,7886","1,2908",1,"0,64557","-2,56763","-3,68075"
159,"448,358","448,075","-4,80096","25,9889","1,93409","0,245417","25,9164","35,7564","1,28651",1,"0,647799","-2,56439","-3,67984"
160,"448,835","448,554","-4,81481","25,9431","1,93349","0,245549","25,8477","35,7295","1,28189",1,"0,65","-2,55778","-3,678"
161,"449,238","448,959","-4,82967","25,9002","1,93274","0,244656","25,7524","35,572","1,27712",1,"0,652174","-2,54917","-3,67557"
162,"449,74","449,463","-4,84466","25,858","1,93209","0,244369","25,6825","35,4976","1,27273",1,"0,654321","-2,54221","-3,6736"
163,"450,137","449,863","-4,85662","25,8186","1,93106","0,2444","25,681","35,5701","1,2716",1,"0,656442","-2,53961","-3,67286"
164,"450,392","450,12","-4,8652","25,7807","1,92978","0,243945","25,6374","35,5274","1,26789",1,"0,658537","-2,53403","-3,67127"
165,"450,206","449,937","-4,88221","25,7489","1,92752","0,244013","25,6032","35,4151","1,26352",1,"0,654545","-2,53172","-3,67061"
166,"449,74","449,472","-4,89581","25,7128","1,92558","0,243387","25,5512","35,2879","1,25944",1,"0,650602","-2,52867","-3,66974"
167,"449,633","449,367","-4,75799","25,7081","1,93332","0,243592","25,678","35,557","1,27459",1,"0,652695","-2,55477","-3,67715"
168,"450,062","449,798","-4,75209","25,7014","1,93607","0,244861","25,6285","35,4155","1,27005",1,"0,654762","-2,55183","-3,67633"
169,"450,492","450,231","-4,76338","25,7055","1,93482","0,244754","25,6311","35,2373","1,26661",1,"0,650888","-2,55257","-3,67653"
170,"450,916","450,656","-4,77495","25,726","1,9336","0,243741","25,6072","35,0601","1,2624",1,"0,647059","-2,55151","-3,67623"
171,"451,333","451,076","-4,78791","25,712","1,93162","0,243771","25,6204","35,1368","1,25857",1,"0,643275","-2,55286","-3,67661"
172,"451,436","451,18","-4,80243","25,6986","1,92952","0,24377","25,5813","35,3763","1,25423",1,"0,639535","-2,55155","-3,67624"
173,"451,545","451,291","-4,81754","25,669","1,92741","0,243763","25,5328","35,2629","1,25028",1,"0,635838","-2,54904","-3,67554"
174,"451,57","451,319","-4,83195","25,6297","1,92526","0,243006","25,4959","35,1786","1,24606",1,"0,632184","-2,54697","-3,67495"
175,"450,824","450,574","-4,84384","25,5805","1,92401","0,24261","25,4709","35,1121","1,24213",1,"0,628571","-2,5454","-3,67451"
176,"451,022","450,774","-4,85311","25,5348","1,92268","0,241834","25,4608","35,0789","1,23868",1,"0,630682","-2,54134","-3,67336"
177,"450,964","450,717","-4,86086","25,4921","1,92176","0,241289","25,4383","35,0542","1,23511",1,"0,632768","-2,53672","-3,67204"
178,"450,59","450,345","-4,86615","25,4568","1,92029","0,240986","25,427","35,0237","1,2312",1,"0,634831","-2,53202","-3,6707"
179,"450,071","449,829","-4,87528","25,4312","1,91939","0,240685","25,425","35,0226","1,22798",1,"0,631285","-2,53224","-3,67076"
180,"450,121","449,879","-4,87924","25,409","1,91839","0,240762","25,4222","35,0051","1,22421",1,"0,633333","-2,52877","-3,66976"
181,"449,796","449,556","-4,88696","25,396","1,91739","0,239991","25,4167","35,0383","1,22045",1,"0,629834","-2,52887","-3,66979"
182,"449,587","449,35","-4,89626","25,3934","1,91573","0,24047","25,4222","35,0928","1,21697",1,"0,626374","-2,52928","-3,66991"
183,"449,75","449,514","-4,90425","25,3869","1,91381","0,239972","25,4152","35,164","1,21337",1,"0,622951","-2,52953","-3,66998"
184,"449,276","449,041","-4,91085","25,3869","1,9122","0,239178","25,4213","35,2402","1,20972",1,"0,619565","-2,52967","-3,67002"
185,"449,144","448,911","-4,91556","25,3811","1,91127","0,238528","25,4109","35,2123","1,20617",1,"0,621622","-2,52533","-3,66878"
186,"449,144","448,911","-4,90421","25,3769","1,91147","0,237825","25,4171","35,247","1,20346",1,"0,623656","-2,52441","-3,66851"
187,"449,144","448,911","-4,8753","25,379","1,91496","0,237631","25,419","35,3376","1,20005",1,"0,625668","-2,5265","-3,66911"
188,"449,144","448,911","-4,87101","25,3747","1,91593","0,237218","25,4151","35,4669","1,19868",1,"0,62766","-2,5255","-3,66882"
189,"448,789","448,558","-4,85126","25,3755","1,92022","0,238453","25,4045","35,8512","1,19675",1,"0,62963","-2,5275","-3,6694"
190,"448,203","447,973","-4,86014","25,3873","1,91887","0,238946","25,4665","35,7416","1,19452",1,"0,626316","-2,52973","-3,67004"
191,448,"447,772","-4,86835","25,3814","1,91738","0,23827","25,423","35,599","1,19116",1,"0,628272","-2,523","-3,6681"
192,"447,94","447,713","-4,74741","25,4318","1,92603","0,240772","25,5776","35,8574","1,24822",1,"0,630208","-2,56085","-3,67886"
193,"447,483","447,258","-4,73719","25,4798","1,92799","0,240706","25,553","35,7276","1,24467",1,"0,632124","-2,55753","-3,67793"
194,"447,539","447,316","-4,74563","25,507","1,92696","0,240497","25,5518","35,4804","1,24106",1,"0,634021","-2,55263","-3,67655"
195,"447,418","447,196","-4,75588","25,5422","1,92556","0,240578","25,5","35,3536","1,23766",1,"0,630769","-2,54951","-3,67567"
196,"447,325","447,104","-4,76311","25,5229","1,92583","0,240559","25,4707","35,1677","1,23411",1,"0,632653","-2,54464","-3,67429"
197,"447,077","446,858","-4,74946","25,5192","1,92938","0,242858","25,5312","35,2356","1,23834",1,"0,634518","-2,5501","-3,67584"
198,"446,846","446,628","-4,74787","25,5009","1,93178","0,242328","25,4466","35,0073","1,235",1,"0,636364","-2,54431","-3,6742"
199,"446,363","446,146","-4,75735","25,4888","1,93055","0,241945","25,4332","34,8066","1,23149",1,"0,633166","-2,54279","-3,67377"
200,"446,62","446,405","-4,75996","25,4893","1,9305","0,241454","25,4739","34,9688","1,2293",1,"0,635","-2,54289","-3,6738"
201,"447,013","446,799","-4,76287","25,472","1,93086","0,240959","25,4416","34,8312","1,2258",1,"0,636816","-2,53912","-3,67272"
