frame,BandwidthRefb, BandwidthTestb, TotalNMRb, WinModDiff1b, ADBb, EHSb, AvgModDiff1b, AvgModDiff2b, RmsNoiseLoudb, MFPDb, RelDistFramesb, DI, ODG
205,"741,385","741,259","-7,81428","27,8546","1,59667","0,203716","27,8528","43,8103","0,59044",1,"0,443902","-0,755689","-2,63775"
206,"741,427","741,301","-7,81543","27,8574","1,59541","0,203807","27,8968","43,8375","0,589578",1,"0,441748","-0,756171","-2,63819"
207,"741,469","741,343","-7,81897","27,8669","1,59474","0,203863","27,8517","43,7802","0,588189",1,"0,439614","-0,749566","-2,63215"
208,"741,312","741,183","-7,82103","27,9013","1,59418","0,204899","27,9148","44,0407","0,587973",1,"0,4375","-0,755081","-2,6372"
209,"741,211","741,081","-7,82391","27,9112","1,59306","0,205498","27,9044","43,8968","0,586627",1,"0,435407","-0,752278","-2,63463"
210,"741,01","740,881","-7,83061","27,9078","1,59181","0,205362","27,893","43,8738","0,58616",1,"0,433333","-0,751034","-2,6335"
211,"740,73","740,602","-7,8369","27,9124","1,59083","0,204852","27,878","43,9337","0,58519",1,"0,43128","-0,75009","-2,63263"
212,"740,774","740,642","-7,83395","27,9068","1,59039","0,204277","27,8926","43,8407","0,584029",1,"0,433962","-0,751604","-2,63402"
213,"740,812","740,681","-7,82541","27,8914","1,5925","0,207309","27,843","43,7477","0,584424",1,"0,43662","-0,7538","-2,63603"
214,"740,752","740,621","-7,82905","27,8782","1,59314","0,207657","27,8412","43,5225","0,583069",1,"0,434579","-0,750824","-2,6333"
215,"740,558","740,428","-7,83288","27,8696","1,59237","0,207325","27,8455","43,3816","0,58187",1,"0,432558","-0,749561","-2,63215"
216,"740,292","740,162","-7,8403","27,8596","1,59238","0,206955","27,8565","43,4222","0,580784",1,"0,430556","-0,750447","-2,63296"
217,"740,111","739,982","-7,84812","27,8633","1,59087","0,207338","27,8598","43,45","0,579479",1,"0,428571","-0,750287","-2,63281"
218,"739,922","739,794","-7,85355","27,8617","1,58994","0,207466","27,8378","43,376","0,578305",1,"0,426606","-0,747934","-2,63066"
219,"739,854","739,726","-7,84928","27,8785","1,59095","0,207033","27,919","43,6552","0,58102",1,"0,424658","-0,754564","-2,63672"
220,"739,786","739,659","-7,85406","27,8921","1,59028","0,2069","27,9174","43,636","0,579934",1,"0,422727","-0,752037","-2,63441"
221,"739,647","739,52","-7,85797","27,893","1,59021","0,206848","27,8743","43,634","0,580557",1,"0,420814","-0,748907","-2,63155"
222,"739,36","739,23","-7,85701","27,9011","1,5898","0,20641","27,8804","43,6462","0,580083",1,"0,418919","-0,749871","-2,63243"
223,"739,179","739,049","-7,85812","27,8993","1,58904","0,206442","27,917","43,6358","0,580016",1,"0,41704","-0,752435","-2,63478"
224,"738,978","738,848","-7,85898","27,8877","1,58743","0,206233","27,876","43,4945","0,578764",1,"0,415179","-0,748954","-2,63159"
225,"738,778","738,649","-7,86442","27,8783","1,58663","0,205796","27,8451","43,4554","0,577552",1,"0,413333","-0,746116","-2,62899"
226,"738,531","738,403","-7,87092","27,8616","1,58524","0,205568","27,8192","43,4448","0,576248",1,"0,411504","-0,744686","-2,62768"
227,"738,26","738,132","-7,86897","27,8433","1,5861","0,205388","27,8417","43,4439","0,576217",1,"0,414097","-0,751505","-2,63393"
228,"738,364","738,237","-7,87105","27,8365","1,58486","0,204827","27,8508","43,3531","0,575092",1,"0,412281","-0,747989","-2,63071"
229,"738,454","738,328","-7,87407","27,8267","1,5844","0,204483","27,8079","43,3074","0,575923",1,"0,414847","-0,74632","-2,62918"
230,"738,539","738,413","-7,87917","27,8145","1,58266","0,20461","27,7712","43,3387","0,575319",1,"0,413043","-0,741826","-2,62506"
231,"738,55","738,424","-7,88175","27,7924","1,58153","0,204125","27,7471","43,3103","0,574563",1,"0,411255","-0,738225","-2,62175"
232,"738,31","738,185","-7,88125","27,7681","1,58092","0,20374","27,7441","43,3435","0,573993",1,"0,413793","-0,743065","-2,6262"
233,"738,408","738,283","-7,86471","27,767","1,5838","0,203677","27,8092","43,563","0,576518",1,"0,416309","-0,751944","-2,63433"
234,"738,504","738,38","-7,86585","27,7935","1,58423","0,203283","27,873","43,6914","0,575799",1,"0,418803","-0,756434","-2,63843"
235,"738,26","738,136","-7,86904","27,834","1,58382","0,203018","27,8875","43,6822","0,576637",1,"0,417021","-0,756854","-2,63881"
236,"737,928","737,805","-7,85352","27,8919","1,58544","0,205359","27,9292","43,7549","0,576311",1,"0,419492","-0,766866","-2,64794"
237,"737,696","737,574","-7,84989","27,9272","1,58569","0,205359","27,9318","43,7282","0,57606",1,"0,417722","-0,766668","-2,64776"
238,"737,471","737,349","-7,85164","27,9477","1,58508","0,205345","27,9444","43,7114","0,57517",1,"0,420168","-0,770567","-2,6513"
239,"737,079","736,958","-7,84137","27,9683","1,58594","0,205777","27,959","43,7777","0,574491",1,"0,422594","-0,77807","-2,65811"
240,"737,033","736,913","-7,83668","27,977","1,58648","0,205719","27,9615","44,1301","0,575116",1,"0,425","-0,783389","-2,66292"
241,"737,091","736,971","-7,84088","27,9884","1,58708","0,205638","27,9741","44,162","0,581146",1,"0,427386","-0,787661","-2,66678"
242,"737,029","736,909","-7,83879","28,0102","1,5863","0,205724","28,0225","44,2948","0,582412",1,"0,429752","-0,794444","-2,6729"
243,"736,951","736,831","-7,83179","28,0095","1,58588","0,205455","27,9673","44,2029","0,58195",1,"0,432099","-0,793127","-2,67171"
244,"736,992","736,873","-7,83251","28,0111","1,58576","0,206182","27,9799","44,2951","0,582719",1,"0,430328","-0,793666","-2,6722"
245,"737,033","736,914","-7,83474","28,0137","1,58627","0,206264","27,997","44,4267","0,582605",1,"0,428571","-0,793526","-2,67207"
246,"737,077","736,959","-7,83353","28,0184","1,58637","0,205973","28,0574","44,4334","0,58151",1,"0,430894","-0,798068","-2,67616"
247,"736,972","736,854","-7,83901","28,0516","1,58645","0,206618","28,0913","44,4287","0,580629",1,"0,42915","-0,798578","-2,67661"
248,"736,875","736,758","-7,84508","28,076","1,58562","0,206222","28,0769","44,3322","0,579426",1,"0,427419","-0,794432","-2,67288"
249,"736,767","736,651","-7,84928","28,1018","1,58489","0,207387","28,0971","44,4201","0,578386",1,"0,425703","-0,795638","-2,67397"
250,"736,864","736,748","-7,84693","28,115","1,58394","0,207202","28,1106","44,4572","0,578111",1,"0,428","-0,797242","-2,67541"
251,"736,964","736,849","-7,85059","28,1309","1,58343","0,207185","28,1533","44,7069","0,579185",1,"0,426295","-0,798974","-2,67697"
252,"737,06","736,944","-7,84607","28,1536","1,58398","0,207827","28,1611","44,6815","0,579322",1,"0,428571","-0,800523","-2,67836"
253,"736,877","736,763","-7,84862","28,1655","1,58355","0,207533","28,1449","44,6016","0,579094",1,"0,426877","-0,7984","-2,67645"
254,"736,992","736,874","-7,85363","28,167","1,58215","0,207306","28,1206","44,5534","0,578259",1,"0,429134","-0,796441","-2,67469"
255,"736,973","736,855","-7,86265","28,1487","1,58057","0,207328","28,0767","44,4642","0,577263",1,"0,427451","-0,7915","-2,67024"
256,"737,082","736,965","-7,86694","28,1251","1,57932","0,206913","28,0573","44,3803","0,576151",1,"0,425781","-0,786849","-2,66605"
257,"737,035","736,918","-7,856","28,1041","1,57993","0,206687","28,0557","44,4492","0,575898",1,"0,428016","-0,790624","-2,66945"
258,"737,112","736,996","-7,84974","28,0844","1,58027","0,207075","28,039","44,365","0,577417",1,"0,430233","-0,792184","-2,67086"
259,"737,178","737,062","-7,85504","28,0681","1,57937","0,206709","28,0077","44,2556","0,576516",1,"0,432432","-0,790081","-2,66896"
260,"737,258","737,142","-7,86135","28,0528","1,57873","0,206431","27,9909","44,3682","0,575625",1,"0,434615","-0,790245","-2,66911"
261,"737,333","737,215","-7,86853","28,0393","1,5774","0,206162","27,9974","44,3399","0,574841",1,"0,43295","-0,787761","-2,66687"
262,"737,408","737,29","-7,86707","28,0276","1,57726","0,206046","27,9889","44,3267","0,574705",1,"0,435115","-0,788499","-2,66754"
263,"737,502","737,384","-7,86794","28,0261","1,57825","0,206839","28,0024","44,4076","0,573945",1,"0,437262","-0,79116","-2,66994"
264,"737,402","737,28","-7,86997","28,0396","1,57713","0,20701","28,0445","44,5092","0,573492",1,"0,439394","-0,796839","-2,67505"
265,"737,306","737,185","-7,86557","28,0494","1,57738","0,206809","28,0387","44,3887","0,57237",1,"0,441509","-0,797618","-2,67575"
266,"737,286","737,165","-7,8707","28,0601","1,57668","0,206513","28,0335","44,2479","0,571421",1,"0,43985","-0,793752","-2,67227"
267,"737,292","737,172","-7,87826","28,0588","1,57538","0,206141","28,0035","44,1346","0,570448",1,"0,438202","-0,788432","-2,66748"
268,"737,396","737,276","-7,86673","28,0647","1,57625","0,206013","28,077","44,3704","0,574698",1,"0,440299","-0,79774","-2,67586"
269,"737,454","737,335","-7,86661","28,0841","1,57741","0,206321","28,1216","44,5168","0,576556",1,"0,442379","-0,803143","-2,68072"
270,"737,511","737,389","-7,87131","28,1001","1,57636","0,206042","28,1072","44,4916","0,575567",1,"0,440741","-0,798674","-2,6767"
271,"737,587","737,465","-7,87157","28,1158","1,57573","0,205637","28,0796","44,3918","0,574635",1,"0,442804","-0,795919","-2,67422"
272,"737,665","737,544","-7,85777","28,12","1,57803","0,206304","28,1064","44,4855","0,582255",1,"0,444853","-0,803855","-2,68135"
273,"737,722","737,601","-7,85813","28,1109","1,57701","0,206094","28,0898","44,344","0,581208",1,"0,443223","-0,799597","-2,67753"
274,"737,774","737,653","-7,86515","28,0971","1,57571","0,206337","28,0508","44,2545","0,580373",1,"0,441606","-0,794583","-2,67302"
275,"737,782","737,662","-7,87224","28,081","1,57431","0,206015","28,0068","44,1503","0,5794",1,"0,44","-0,789019","-2,66801"
276,"737,844","737,725","-7,87383","28,0595","1,57353","0,205685","28,0023","44,2214","0,579742",1,"0,442029","-0,79075","-2,66957"
277,"737,903","737,783","-7,87938","28,0496","1,57271","0,205308","28,0564","44,5343","0,579405",1,"0,440433","-0,793907","-2,67241"
278,"737,95","737,831","-7,88547","28,0406","1,57184","0,204981","28,0253","44,4052","0,578341",1,"0,438849","-0,788372","-2,66742"
279,"738,007","737,889","-7,88039","28,0515","1,57256","0,205659","28,0612","44,473","0,580569",1,"0,44086","-0,793857","-2,67237"
280,"738,1","737,982","-7,88335","28,0647","1,57243","0,205732","28,0657","44,4457","0,579845",1,"0,439286","-0,790854","-2,66966"
281,"738,189","738,071","-7,88898","28,0639","1,57089","0,205791","28,0576","44,4172","0,57909",1,"0,437722","-0,787449","-2,66659"
282,"738,28","738,16","-7,89002","28,0713","1,57072","0,205869","28,0563","44,4437","0,57969",1,"0,43617","-0,785417","-2,66476"
283,"738,399","738,279","-7,89054","28,0738","1,57209","0,205768","28,0728","44,4892","0,579329",1,"0,438163","-0,786756","-2,66596"
284,"738,518","738,398","-7,8966","28,0729","1,57086","0,205448","28,0642","44,3564","0,578201",1,"0,43662","-0,781711","-2,6614"
285,"738,6","738,481","-7,90293","28,0687","1,56944","0,205299","28,0447","44,2749","0,577136",1,"0,435088","-0,776994","-2,65713"
286,"738,71","738,591","-7,88554","28,0886","1,57454","0,20532","28,1424","44,8828","0,58475",1,"0,437063","-0,791473","-2,67022"
287,"738,829","738,711","-7,88714","28,1069","1,57496","0,204949","28,1542","44,7544","0,583663",1,"0,439024","-0,790183","-2,66906"
288,"738,91","738,792","-7,89232","28,123","1,57402","0,205499","28,138","44,6864","0,582969",1,"0,4375","-0,786071","-2,66535"
289,"738,952","738,834","-7,89872","28,1444","1,57312","0,205637","28,1332","44,7428","0,582263",1,"0,435986","-0,78325","-2,6628"
290,"738,997","738,879","-7,89199","28,1544","1,57536","0,206472","28,1845","44,9043","0,585251",1,"0,437931","-0,790918","-2,66972"
291,"739,058","738,938","-7,8917","28,1672","1,57636","0,206123","28,2062","44,8314","0,58465",1,"0,436426","-0,78882","-2,66783"
292,"739,12",739,"-7,89582","28,1829","1,5757","0,206459","28,2006","44,7117","0,583845",1,"0,434932","-0,785023","-2,6644"
293,"739,181","739,061","-7,89743","28,1975","1,57528","0,206327","28,1927","44,6462","0,582978",1,"0,43686","-0,784023","-2,6635"
294,"739,241","739,122","-7,89857","28,1983","1,57504","0,206112","28,19","44,61","0,582305",1,"0,435374","-0,781151","-2,6609"
295,"739,319","739,197","-7,9042","28,195","1,57442","0,205822","28,193","44,6525","0,581556",1,"0,433898","-0,77878","-2,65875"
296,"739,395","739,274","-7,90943","28,195","1,57401","0,205881","28,2007","44,6954","0,581497",1,"0,432432","-0,77727","-2,65738"
297,"739,37","739,246","-7,90075","28,1979","1,57458","0,206122","28,2038","44,6979","0,581162",1,"0,434343","-0,779939","-2,6598"
298,"739,275","739,151","-7,89975","28,2031","1,57532","0,205858","28,2096","44,6393","0,581396",1,"0,432886","-0,779276","-2,6592"
299,"739,181","739,057","-7,90294","28,2015","1,57445","0,205657","28,1875","44,5379","0,580438",1,"0,431438","-0,776168","-2,65639"
300,"739,213","739,087","-7,90993","28,1955","1,57386","0,205495","28,1767","44,5768","0,579734",1,"0,43","-0,773507","-2,65397"
301,"739,246","739,12","-7,90433","28,1897","1,57349","0,205023","28,1804","44,4847","0,578752",1,"0,431894","-0,774075","-2,65449"
302,"739,278","739,152","-7,90101","28,1826","1,57424","0,206125","28,1803","44,511","0,57904",1,"0,433775","-0,777173","-2,6573"
303,"739,343","739,218","-7,90066","28,1836","1,57483","0,205909","28,1926","44,4242","0,582992",1,"0,435644","-0,779706","-2,65959"
304,"739,401","739,276","-7,90516","28,1835","1,57433","0,205839","28,1768","44,3397","0,582063",1,"0,434211","-0,775585","-2,65586"
305,"739,459","739,334","-7,90759","28,1747","1,57338","0,20606","28,1477","44,2523","0,581183",1,"0,432787","-0,771401","-2,65206"
306,"739,536","739,412","-7,91033","28,1625","1,57261","0,205797","28,1316","44,3385","0,580422",1,"0,431373","-0,768687","-2,64959"
307,"739,609","739,482","-7,91652","28,1453","1,572","0,20554","28,1172","44,351","0,580692",1,"0,429967","-0,765981","-2,64713"
308,"739,692","739,565","-7,92172","28,1309","1,57094","0,205607","28,1163","44,3776","0,58014",1,"0,428571","-0,76413","-2,64545"
309,"739,786","739,66","-7,91913","28,1319","1,57187","0,205381","28,1545","44,7853","0,581204",1,"0,430421","-0,770308","-2,65107"
310,"739,868","739,742","-7,91602","28,1418","1,57226","0,205033","28,1709","44,8489","0,583883",1,"0,432258","-0,773204","-2,6537"
311,"739,897","739,772","-7,91824","28,1587","1,57168","0,204715","28,1795","44,9078","0,583052",1,"0,430868","-0,77136","-2,65202"
312,"739,929","739,804","-7,92071","28,1714","1,57178","0,204544","28,1652","44,8597","0,583043",1,"0,429487","-0,767851","-2,64883"
313,"739,958","739,834","-7,9234","28,1719","1,57099","0,204353","28,1569","44,8301","0,582387",1,"0,428115","-0,765054","-2,64629"
314,"739,952","739,828","-7,92784","28,1763","1,57052","0,204042","28,1923","45,0157","0,582432",1,"0,426752","-0,766782","-2,64786"
315,"739,946","739,822","-7,933","28,1725","1,56951","0,204009","28,1701","45,0082","0,581463",1,"0,425397","-0,763625","-2,64499"
316,"739,994","739,87","-7,91818","28,1834","1,57241","0,203698","28,2127","45,1914","0,583108",1,"0,427215","-0,769488","-2,65032"
317,"740,041","739,918","-7,91625","28,1958","1,57301","0,203461","28,2094","45,1209","0,582693",1,"0,429022","-0,769105","-2,64997"
318,"740,094","739,972","-7,91885","28,1991","1,57374","0,203395","28,2077","45,0583","0,586402",1,"0,430818","-0,770727","-2,65145"
319,"740,05","739,925","-7,92477","28,2013","1,57343","0,203003","28,178","44,9768","0,585653",1,"0,429467","-0,766398","-2,64751"
320,"739,941","739,816","-7,92974","28,1892","1,57239","0,202746","28,1579","44,8586","0,584707",1,"0,428125","-0,7637","-2,64506"
321,"740,034","739,91","-7,92922","28,1782","1,57253","0,202553","28,1596","44,9222","0,585154",1,"0,429907","-0,765197","-2,64642"
322,"740,13","740,006","-7,93151","28,1705","1,5725","0,202298","28,1758","44,9387","0,585124",1,"0,428571","-0,764054","-2,64538"
323,"740,207","740,084","-7,93614","28,178","1,57154","0,202019","28,2134","45,1936","0,585417",1,"0,427245","-0,765685","-2,64686"
324,"740,037","739,914","-7,94104","28,1842","1,57071","0,20175","28,1913","45,0923","0,584633",1,"0,425926","-0,763068","-2,64448"
325,"739,975","739,852","-7,93845","28,1873","1,57044","0,201422","28,1829","45,0908","0,584359",1,"0,427692","-0,76428","-2,64559"
326,"739,969","739,847","-7,93958","28,1837","1,57045","0,201459","28,1707","45,0849","0,586549",1,"0,42638","-0,763448","-2,64483"
327,"739,966","739,844","-7,93701","28,1795","1,57091","0,201395","28,2022","45,2087","0,586652",1,"0,428135","-0,768066","-2,64903"
328,"739,97","739,848","-7,93517","28,1866","1,57066","0,201099","28,2221","45,1589","0,586011",1,"0,426829","-0,767182","-2,64823"
329,"739,991","739,869","-7,93464","28,2055","1,57049","0,201161","28,2543","45,3113","0,587515",1,"0,428571","-0,771709","-2,65234"
330,"740,015","739,894","-7,93916","28,2366","1,57048","0,201031","28,2786","45,4326","0,587223",1,"0,427273","-0,771163","-2,65184"
331,"739,976","739,855","-7,94454","28,2579","1,56972","0,201099","28,2802","45,4943","0,586734",1,"0,425982","-0,769854","-2,65065"
332,"739,91","739,789","-7,93694","28,2769","1,57027","0,201201","28,2915","45,4468","0,585896",1,"0,427711","-0,77197","-2,65258"
333,"740,009","739,889","-7,92841","28,2904","1,57244","0,201249","28,3033","45,4918","0,586697",1,"0,429429","-0,773856","-2,65429"
334,"740,114","739,994","-7,93121","28,2987","1,57272","0,201263","28,3087","45,3711","0,586255",1,"0,428144","-0,770553","-2,65129"
335,"740,215","740,096","-7,93453","28,3034","1,57216","0,201116","28,2975","45,2886","0,585571",1,"0,426866","-0,766393","-2,64751"
336,"740,232","740,113","-7,93287","28,3038","1,57277","0,201134","28,2938","45,27","0,585143",1,"0,428571","-0,767178","-2,64822"
337,"740,267","740,148","-7,93003","28,3022","1,57406","0,200762","28,2974","45,304","0,586003",1,"0,430267","-0,768853","-2,64975"
338,"740,355","740,237","-7,93027","28,31","1,57526","0,200493","28,3453","45,4551","0,586234",1,"0,428994","-0,770402","-2,65115"
339,"740,454","740,336","-7,93153","28,325","1,57493","0,2005","28,3591","45,3916","0,585456",1,"0,430678","-0,770386","-2,65114"
340,"740,538","740,421","-7,93377","28,344","1,57495","0,201278","28,3679","45,4633","0,585066",1,"0,429412","-0,769392","-2,65023"
341,"740,636","740,519","-7,92776","28,3859","1,57617","0,20163","28,4413","45,6728","0,587142",1,"0,431085","-0,776128","-2,65635"
342,"740,728","740,611","-7,93047","28,4101","1,57599","0,201502","28,435","45,5527","0,586954",1,"0,429825","-0,77174","-2,65237"
343,"740,694","740,577","-7,93504","28,4235","1,57528","0,201199","28,4164","45,5296","0,586261",1,"0,428571","-0,768388","-2,64932"
344,"740,657","740,541","-7,93516","28,4288","1,57451","0,201026","28,3998","45,4644","0,58562",1,"0,427326","-0,765632","-2,64682"
345,"740,678","740,562","-7,93228","28,4144","1,57495","0,200863","28,3808","45,4421","0,586649",1,"0,426087","-0,763928","-2,64527"
346,"740,512","740,396","-7,93478","28,4005","1,57505","0,200719","28,377","45,3709","0,586492",1,"0,424855","-0,763846","-2,64519"
347,"740,429","740,314","-7,93852","28,3827","1,57416","0,200575","28,3416","45,2839","0,585909",1,"0,423631","-0,76078","-2,6424"
348,"740,48","740,365","-7,92334","28,3745","1,5771","0,200902","28,3723","45,3611","0,587087",1,"0,425287","-0,766064","-2,64721"
349,"740,55","740,436","-7,92236","28,3695","1,57702","0,200857","28,3658","45,2475","0,586697",1,"0,426934","-0,765584","-2,64677"
350,"740,609","740,494","-7,92462","28,3609","1,57669","0,20057","28,3444","45,2066","0,586622",1,"0,425714","-0,762147","-2,64364"
351,"740,447","740,333","-7,927","28,3578","1,57636","0,200799","28,3261","45,1002","0,585773",1,"0,424501","-0,760659","-2,64229"
352,"740,506","740,392","-7,92769","28,3459","1,57559","0,20063","28,315","45,1209","0,585811",1,"0,423295","-0,758741","-2,64054"
353,"740,561","740,436","-7,93146","28,3356","1,575","0,200398","28,3169","45,1529","0,585321",1,"0,422096","-0,75725","-2,63918"
354,"740,523","740,398","-7,93541","28,3251","1,57417","0,200188","28,297","45,173","0,584592",1,"0,420904","-0,755106","-2,63722"
355,"740,487","740,363","-7,93813","28,3188","1,57332","0,200548","28,2997","45,3575","0,584328",1,"0,419718","-0,756249","-2,63826"
356,"740,461","740,337","-7,94016","28,3141","1,57248","0,200297","28,2965","45,4012","0,583778",1,"0,418539","-0,755202","-2,63731"
357,"740,487","740,364","-7,94105","28,3105","1,57203","0,200266","28,3028","45,4482","0,584273",1,"0,417367","-0,754935","-2,63706"
358,"740,514","740,391","-7,94244","28,312","1,57202","0,199934","28,3034","45,4152","0,583688",1,"0,416201","-0,752733","-2,63505"
359,"740,435","740,312","-7,94556","28,3138","1,57099","0,199672","28,3068","45,3673","0,583151",1,"0,415042","-0,751728","-2,63413"
360,"740,356","740,233","-7,94728","28,3136","1,5707","0,19954","28,2961","45,3917","0,582853",1,"0,413889","-0,750671","-2,63316"
361,"740,277","740,155","-7,95023","28,3099","1,56984","0,199656","28,2881","45,3897","0,582578",1,"0,412742","-0,749951","-2,63251"
362,"740,185","740,064","-7,95429","28,3005","1,56872","0,199326","28,2643","45,3579","0,581959",1,"0,411602","-0,747684","-2,63043"
363,"740,094","739,97","-7,9573","28,2833","1,56797","0,199125","28,234","45,2688","0,581155",1,"0,410468","-0,744954","-2,62793"
364,"740,115","739,992","-7,95239","28,275","1,56962","0,198936","28,2701","45,321","0,582855",1,"0,412088","-0,749763","-2,63233"
365,"740,148","740,025","-7,94667","28,2756","1,57129","0,198756","28,304","45,3981","0,585115",1,"0,413699","-0,75451","-2,63667"
366,"740,18","740,052","-7,95059","28,2818","1,57078","0,198824","28,2992","45,3048","0,584399",1,"0,412568","-0,751634","-2,63405"
367,"739,986","739,858","-7,95469","28,2906","1,56989","0,198489","28,2709","45,2206","0,5837",1,"0,411444","-0,749092","-2,63172"
368,"739,918","739,791","-7,95668","28,2896","1,56974","0,198756","28,2683","45,2486","0,583718",1,"0,410326","-0,749032","-2,63166"
369,"739,954","739,827","-7,96092","28,2796","1,56944","0,198672","28,2575","45,287","0,583177",1,"0,409214","-0,747036","-2,62984"
370,"739,943","739,816","-7,96318","28,2704","1,5693","0,198301","28,2563","45,294","0,583607",1,"0,408108","-0,74612","-2,629"
371,"739,752","739,625","-7,96541","28,2758","1,56922","0,198252","28,2958","45,4906","0,584154",1,"0,407008","-0,750813","-2,63329"
372,"739,71","739,581","-7,96645","28,2771","1,56949","0,198154","28,2783","45,4632","0,583602",1,"0,405914","-0,748535","-2,63121"
373,"739,665","739,536","-7,96649","28,2811","1,56923","0,197919","28,2789","45,4677","0,584568",1,"0,407507","-0,750485","-2,63299"
374,"739,725","739,596","-7,96751","28,2893","1,56844","0,197827","28,2934","45,4727","0,58398",1,"0,406417","-0,749293","-2,6319"
375,"739,667","739,539","-7,96859","28,2874","1,56823","0,197761","28,2893","45,5247","0,584313",1,"0,405333","-0,749127","-2,63175"
376,"739,715","739,588","-7,97067","28,2968","1,56812","0,200633","28,3168","45,7941","0,584247",1,"0,404255","-0,753849","-2,63607"
377,"739,764","739,634","-7,97291","28,3028","1,56714","0,200401","28,3063","45,7214","0,583509",1,"0,403183","-0,750469","-2,63298"
378,"739,64","739,508","-7,97609","28,3028","1,56628","0,200299","28,2976","45,7184","0,583455",1,"0,402116","-0,749973","-2,63253"
379,"739,681","739,549","-7,97017","28,3088","1,56674","0,200133","28,3146","45,7073","0,583529",1,"0,403694","-0,75195","-2,63433"
380,"739,75","739,618","-7,96519","28,3041","1,56735","0,1999","28,2986","45,6516","0,583147",1,"0,402632","-0,748983","-2,63162"
381,"739,798","739,667","-7,965","28,3071","1,56933","0,199877","28,3215","45,5728","0,584439",1,"0,404199","-0,750992","-2,63346"
382,"739,84","739,709","-7,9689","28,3132","1,56864","0,200051","28,3232","45,5568","0,583864",1,"0,403141","-0,749178","-2,6318"
383,"739,888","739,757","-7,97243","28,3085","1,56787","0,199782","28,3029","45,4799","0,583255",1,"0,402089","-0,745413","-2,62835"
384,"739,94","739,81","-7,97053","28,3054","1,56804","0,199875","28,2923","45,4764","0,583572",1,"0,403646","-0,74599","-2,62888"
385,"739,99","739,86","-7,97237","28,3048","1,56849","0,199618","28,3286","45,5121","0,58352",1,"0,405195","-0,748905","-2,63155"
386,"739,837","739,707","-7,9768","28,3002","1,56743","0,199407","28,3147","45,4113","0,582778",1,"0,404145","-0,747345","-2,63012"
387,"739,687","739,558","-7,97601","28,2977","1,56692","0,199115","28,3023","45,3427","0,582006",1,"0,405685","-0,748447","-2,63113"
388,"739,606","739,477","-7,97288","28,2911","1,56673","0,199041","28,2771","45,2737","0,582397",1,"0,407216","-0,749053","-2,63168"
389,"739,617","739,483","-7,97606","28,278","1,56625","0,198818","28,2755","45,2865","0,582433",1,"0,40617","-0,748096","-2,63081"
390,"739,672","739,538","-7,9779","28,2627","1,56579","0,199128","28,2529","45,2702","0,581946",1,"0,407692","-0,747818","-2,63055"
391,"739,427","739,294","-7,9517","28,2611","1,56989","0,199013","28,3048","45,38","0,586374",1,"0,409207","-0,758925","-2,64071"
392,"739,472","739,339","-7,95104","28,2748","1,57026","0,198919","28,3327","45,3322","0,586061",1,"0,410714","-0,760515","-2,64216"
393,"739,427","739,295","-7,95252","28,2867","1,56955","0,199189","28,3259","45,2641","0,585503",1,"0,412214","-0,760953","-2,64255"
394,"739,459","739,327","-7,93556","28,3216","1,57232","0,19996","28,3649","45,3987","0,589642",1,"0,413706","-0,767711","-2,64871"
395,"739,484","739,352","-7,93416","28,3454","1,57259","0,200116","28,3886","45,3956","0,589174",1,"0,41519","-0,769454","-2,65029"
396,"739,427","739,295","-7,9221","28,3663","1,57364","0,200242","28,408","45,4041","0,606368",1,"0,416667","-0,780271","-2,6601"
397,"739,438","739,307","-7,92419","28,3908","1,57348","0,200415","28,4107","45,3488","0,605665",1,"0,415617","-0,777996","-2,65804"
398,"739,367","739,236","-7,92303","28,4043","1,57357","0,2015","28,4166","45,334","0,605191",1,"0,417085","-0,780775","-2,66056"
399,"739,298","739,168","-7,92347","28,4092","1,5731","0,201383","28,409","45,3292","0,604763",1,"0,418546","-0,781739","-2,66143"
400,"739,227","739,097","-7,9276","28,4088","1,57249","0,201087","28,4068","45,3396","0,604429",1,"0,4175","-0,780811","-2,66059"
401,"739,09","738,96","-7,92529","28,4127","1,57234","0,201811","28,4254","45,4532","0,604176",1,"0,418953","-0,786055","-2,66533"
402,"739,144","739,015","-7,92535","28,414","1,57184","0,201659","28,4215","45,4818","0,603832",1,"0,420398","-0,786386","-2,66563"
403,"739,196","739,067","-7,93005","28,4102","1,57112","0,201288","28,396","45,4158","0,603224",1,"0,419355","-0,782146","-2,6618"
404,"739,131","739,002","-7,92871","28,405","1,57144","0,201998","28,3881","45,4083","0,603163",1,"0,420792","-0,784401","-2,66384"
405,"739,121","738,993","-7,92884","28,398","1,57134","0,202399","28,3993","45,4109","0,603169",1,"0,419753","-0,784975","-2,66436"
406,"739,175","739,047","-7,93148","28,3917","1,57145","0,202293","28,3979","45,4471","0,602693",1,"0,418719","-0,783421","-2,66295"
407,"739,157","739,029","-7,93549","28,3887","1,57061","0,202213","28,3857","45,4884","0,60206",1,"0,41769","-0,781776","-2,66146"
408,"739,154","739,027","-7,93688","28,3868","1,56998","0,202485","28,3819","45,4946","0,601871",1,"0,419118","-0,783043","-2,66261"
409,"739,218","739,09","-7,93011","28,3815","1,56996","0,202455","28,3786","45,4686","0,60121",1,"0,420538","-0,783563","-2,66308"
