frame,BandwidthRefb, BandwidthTestb, TotalNMRb, WinModDiff1b, ADBb, EHSb, AvgModDiff1b, AvgModDiff2b, RmsNoiseLoudb, MFPDb, RelDistFramesb, DI, ODG
137,"417,233","417,233","6,62678","9,69122","2,99784","0,00318865","9,48163","22,4631","0,222748","0,999999",1,"-2,43949","-3,64311"
138,"417,233","417,233","6,62363","9,68384","2,99814","0,00317861","9,48569","22,4152","0,223385",1,1,"-2,43947","-3,64311"
139,"417,233","417,233","6,62158","9,6819","2,99819","0,00320433","9,48497","22,4202","0,2236",1,1,"-2,43922","-3,64303"
140,"415,194","415,194","6,61894","9,69351","2,99806","0,00320516","9,51724","22,4858","0,223464",1,1,"-2,44644","-3,64526"
141,"415,194","415,194","6,61714","9,69778","2,99777","0,00318868","9,50613","22,5018","0,223117",1,1,"-2,44528","-3,6449"
142,"415,194","415,194","6,61645","9,69232","2,99734","0,00319257","9,48771","22,5147","0,222789",1,1,"-2,44353","-3,64436"
143,"417,344","417,344","6,61721","9,68496","2,99717","0,00317134","9,48054","22,4988","0,222919",1,1,"-2,43823","-3,64273"
144,"419,667","419,667","6,61702","9,67177","2,99724","0,00315296","9,48796","22,522","0,222474",1,1,"-2,43352","-3,64126"
145,"420,912","420,912","6,61744","9,65718","2,99756","0,00313773","9,46105","22,4891","0,221997",1,1,"-2,42801","-3,63954"
146,"422,086","422,086","6,61666","9,64052","2,99794","0,00312051","9,41061","22,4373","0,221395",1,1,"-2,4203","-3,63712"
147,"422,086","422,086","6,613","9,62107","2,9981","0,00310945","9,38369","22,4158","0,220902",1,1,"-2,41727","-3,63617"
148,"420,75","420,75","6,60783","9,60044","2,99802","0,00312245","9,3823","22,4629","0,220679",1,1,"-2,41978","-3,63696"
149,"420,75","420,75","6,60552","9,58085","2,99792","0,00310911","9,36786","22,5028","0,220472",1,1,"-2,41818","-3,63645"
150,"419,946","419,946","6,605","9,56068","2,99801","0,00313342","9,32598","22,4339","0,220164",1,1,"-2,41595","-3,63575"
151,"419,946","419,946","6,6057","9,54118","2,99805","0,00312104","9,30532","22,4388","0,220035",1,1,"-2,41403","-3,63514"
152,"418,947","418,947","6,60412","9,51697","2,99813","0,00310764","9,27249","22,4307","0,219726",1,1,"-2,41302","-3,63482"
153,"418,026","418,026","6,6022","9,49294","2,99829","0,00314071","9,25428","22,4012","0,219447",1,1,"-2,41306","-3,63484"
154,"418,925","418,925","6,59839","9,4747","2,99854","0,0031422","9,24684","22,4562","0,219654",1,1,"-2,40994","-3,63385"
155,"420,317","420,317","6,59519","9,4561","2,99877","0,00326963","9,22045","22,4203","0,219126",1,1,"-2,4037","-3,63186"
156,"422,286","422,286","6,59399","9,43754","2,99891","0,00325019","9,18621","22,5464","0,218727",1,1,"-2,39576","-3,62931"
157,"421,233","421,233","6,59213","9,42316","2,99924","0,00324034","9,19511","22,5458","0,218641",1,1,"-2,39884","-3,6303"
158,"420,25","420,25","6,59327","9,40555","2,99961","0,00323529","9,16377","22,5126","0,21811",1,1,"-2,39822","-3,6301"
159,"419,267","419,267","6,59359","9,39155","2,99992","0,00323606","9,15906","22,5585","0,217744",1,1,"-2,4001","-3,63071"
160,"419,5","419,5","6,5965","9,38719","3,00036","0,00322715","9,17519","22,6755","0,217848",1,1,"-2,40153","-3,63116"
161,"419,681","419,681","6,59745","9,37716","3,00075","0,00321875","9,15036","22,7024","0,217452",1,1,"-2,39886","-3,63031"
162,"420,229","420,229","6,59945","9,36816","3,00109","0,00320641","9,12516","22,6841","0,216977",1,1,"-2,3953","-3,62917"
163,"419,857","419,857","6,5991","9,3592","3,0013","0,00319043","9,12064","22,7176","0,216751",1,1,"-2,39571","-3,6293"
164,"419,52","419,52","6,59639","9,34751","3,0014","0,00321296","9,11699","22,7527","0,216559",1,1,"-2,39587","-3,62935"
165,"419,52","419,52","6,59031","9,34428","3,00128","0,0032037","9,13631","22,8355","0,216882",1,1,"-2,3972","-3,62978"
166,"419,52","419,52","6,58548","9,34259","3,00099","0,00328069","9,12673","22,8463","0,216647",1,1,"-2,39582","-3,62933"
167,"418,627","418,627","6,58443","9,34573","3,00076","0,00331986","9,13783","22,9023","0,21787",1,1,"-2,39911","-3,63039"
168,"419,865","419,865","6,58303","9,35126","3,00093","0,00331218","9,14341","22,8709","0,217822",1,1,"-2,39652","-3,62956"
169,"421,472","421,472","6,58058","9,35003","3,00134","0,00329365","9,1372","22,813","0,217785",1,1,"-2,39168","-3,628"
170,"422,759","422,759","6,57738","9,35403","3,0016","0,00327686","9,14466","22,8072","0,217515",1,1,"-2,38883","-3,62708"
171,"424,273","424,273","6,57666","9,35023","3,00182","0,00325888","9,12768","22,7682","0,217141",1,1,"-2,3832","-3,62526"
172,"424,273","424,273","6,57425","9,3452","3,00178","0,00325179","9,12732","22,9604","0,216848",1,1,"-2,38323","-3,62527"
173,"422,982","422,982","6,57102","9,35058","3,00155","0,0032341","9,15603","22,9867","0,216479",1,1,"-2,38886","-3,62709"
174,"422,14","422,14","6,56881","9,35706","3,00116","0,00323621","9,16158","23,0446","0,216253",1,1,"-2,39138","-3,6279"
175,"422,14","422,14","6,56774","9,36542","3,00065","0,00321992","9,15744","23,0525","0,215891",1,1,"-2,39093","-3,62776"
176,"422,14","422,14","6,56955","9,36757","3,00013","0,00320844","9,14866","23,1245","0,215504",1,1,"-2,39043","-3,6276"
177,"422,14","422,14","6,5715","9,35831","2,99959","0,0032035","9,14284","23,1463","0,215093",1,1,"-2,39005","-3,62748"
178,"422,14","422,14","6,57189","9,34704","2,99894","0,00322021","9,14226","23,1626","0,214621",1,1,"-2,38996","-3,62745"
179,"422,14","422,14","6,57443","9,33317","2,99834","0,00320317","9,13324","23,2079","0,214216",1,1,"-2,38937","-3,62725"
180,"422,14","422,14","6,57567","9,32044","2,99779","0,00319744","9,1273","23,2853","0,213933",1,1,"-2,389","-3,62714"
181,"422,14","422,14","6,57831","9,30939","2,99725","0,00337994","9,12516","23,3265","0,213752",1,1,"-2,38911","-3,62717"
182,"422,14","422,14","6,58076","9,29704","2,99669","0,00338478","9,12155","23,3524","0,21336",1,1,"-2,38897","-3,62713"
183,"422,14","422,14","6,58242","9,28721","2,99602","0,00346132","9,11792","23,3956","0,213158",1,1,"-2,38884","-3,62708"
184,"422,14","422,14","6,58368","9,27771","2,99532","0,003449","9,11395","23,4153","0,212926",1,1,"-2,38857","-3,627"
185,"422,14","422,14","6,58756","9,26731","2,99462","0,00343161","9,11095","23,4283","0,212988",1,1,"-2,38868","-3,62703"
186,"422,14","422,14","6,5918","9,25801","2,99394","0,00341758","9,10978","23,4547","0,213199",1,1,"-2,38905","-3,62715"
187,"422,14","422,14","6,59573","9,24938","2,99342","0,00349402","9,10705","23,4776","0,212867",1,1,"-2,38918","-3,62719"
188,"422,14","422,14","6,59793","9,24806","2,99301","0,00354851","9,11872","23,5443","0,214174",1,1,"-2,39077","-3,62771"
189,"422,14","422,14","6,59811","9,2448","2,99276","0,00353056","9,10655","23,6358","0,214071",1,1,"-2,38983","-3,6274"
190,"422,14","422,14","6,59967","9,24956","2,99279","0,00351316","9,13481","23,6805","0,215107",1,1,"-2,39282","-3,62837"
191,"422,14","422,14","6,59744","9,27062","2,99264","0,00353697","9,17249","23,7322","0,215438",1,1,"-2,39632","-3,6295"
192,"422,14","422,14","6,5977","9,28783","2,99241","0,00352264","9,1789","23,7454","0,215889",1,1,"-2,39713","-3,62975"
193,"422,14","422,14","6,59808","9,31532","2,99276","0,00350589","9,18987","23,7609","0,215983",1,1,"-2,39838","-3,63015"
194,"422,14","422,14","6,5994","9,33485","2,99334","0,00349168","9,20133","23,6986","0,216688",1,1,"-2,39962","-3,63055"
195,"422,14","422,14","6,60008","9,33594","2,99386","0,00348584","9,17799","23,6387","0,216466",1,1,"-2,39741","-3,62984"
196,"422,14","422,14","6,59562","9,34537","2,99404","0,00349617","9,22801","23,6367","0,216408",1,1,"-2,40156","-3,63118"
197,"422,14","422,14","6,59729","9,36065","2,99431","0,00349253","9,26078","23,654","0,217924",1,1,"-2,40503","-3,63228"
198,"422,14","422,14","6,59845","9,37224","2,99484","0,0034968","9,25567","23,595","0,218423",1,1,"-2,40468","-3,63217"
199,"422,14","422,14","6,60018","9,38709","2,99554","0,00355693","9,24429","23,4939","0,218943",1,1,"-2,40376","-3,63188"
