frame,BandwidthRefb, BandwidthTestb, TotalNMRb, WinModDiff1b, ADBb, EHSb, AvgModDiff1b, AvgModDiff2b, RmsNoiseLoudb, MFPDb, RelDistFramesb, DI, ODG
130,"713,454","713,454","4,97479","5,21258","3,09219","0,00545674","5,21842","7,60013","0,117462","0,999999",1,"-0,161762","-2,04948"
131,"713,802","713,802","4,97187","5,22719","3,09242","0,00544068","5,21294","7,59527","0,117082","0,999999",1,"-0,159225","-2,04683"
132,"713,879","713,879","4,96765","5,23758","3,09247","0,00547841","5,22164","7,67803","0,117076","0,999999",1,"-0,159245","-2,04685"
133,"712,677","712,677","4,96611","5,23752","3,09272","0,00545681","5,21769","7,67488","0,117338","0,999999",1,"-0,165435","-2,05331"
134,"711,328","711,328","4,96312","5,23646","3,09289","0,00550809","5,21472","7,67594","0,117367","0,999999",1,"-0,172434","-2,06061"
135,"711,63","711,63","4,96056","5,23473","3,09305","0,00547272","5,20703","7,65252","0,117135","0,999999",1,"-0,170132","-2,05821"
136,"711,493","711,493","4,95868","5,22859","3,09328","0,0054895","5,19482","7,6176","0,116842","0,999999",1,"-0,169988","-2,05806"
137,"711,08","711,08","4,95682","5,22349","3,09348","0,00546359","5,19607","7,61667","0,116615","0,999999",1,"-0,172149","-2,06031"
138,"710,935","710,935","4,95439","5,22487","3,09352","0,00556884","5,22449","7,68571","0,11819",1,1,"-0,174832","-2,06311"
139,"711,079","711,079","4,95389","5,23588","3,09362","0,00553594","5,25351","7,77903","0,118978",1,1,"-0,175884","-2,0642"
140,"711,214","711,214","4,95251","5,25789","3,09379","0,00550562","5,27424","7,84653","0,119202",1,1,"-0,176239","-2,06457"
141,"711,355","711,355","4,95188","5,27806","3,09391","0,00548145","5,27133","7,83605","0,118847",1,1,"-0,175026","-2,06331"
142,"711,493","711,493","4,94988","5,28917","3,09381","0,00548843","5,27104","7,86902","0,118834",1,1,"-0,174198","-2,06245"
143,"711,853","711,853","4,94969","5,28954","3,0938","0,00545136","5,26006","7,86175","0,118872",1,1,"-0,171609","-2,05975"
144,"712,208","712,208","4,9498","5,28884","3,09393","0,00543206","5,27391","7,91151","0,119323",1,1,"-0,170626","-2,05872"
145,"712,331","712,331","4,9478","5,29908","3,09392","0,00540081","5,31444","8,091","0,12009",1,1,"-0,172614","-2,0608"
146,"712,288","712,288","4,94606","5,31762","3,09394","0,005384","5,33936","8,14434","0,120531",1,1,"-0,174192","-2,06244"
147,"712,537","712,537","4,94465","5,34079","3,09417","0,00534919","5,33914","8,16323","0,120865",1,1,"-0,172636","-2,06082"
148,"712,784","712,784","4,94352","5,35819","3,09436","0,00539119","5,33821","8,15566","0,120846",1,1,"-0,171023","-2,05914"
149,"712,738","712,738","4,94245","5,36297","3,09446","0,00536362","5,33557","8,12974","0,120595",1,1,"-0,170896","-2,059"
150,"712,693","712,693","4,94123","5,35949","3,09445","0,00534069","5,32682","8,09711","0,12031",1,1,"-0,170483","-2,05857"
151,"713,053","713,053","4,93964","5,35377","3,09451","0,00531094","5,31682","8,06133","0,119999",1,1,"-0,167777","-2,05575"
152,"713,408","713,408","4,93961","5,34594","3,09466","0,00527873","5,30485","8,03422","0,11989",1,1,"-0,165127","-2,05299"
153,"713,634","713,634","4,93862","5,33785","3,09477","0,00532144","5,3004","8,03117","0,119542",1,1,"-0,163612","-2,05141"
154,"713,831","713,831","4,9369","5,33095","3,09473","0,00530663","5,29711","8,02558","0,119253",1,1,"-0,162274","-2,05001"
155,"713,942","713,942","4,93552","5,32749","3,09481","0,00529607","5,30327","8,09767","0,119425",1,1,"-0,162187","-2,04992"
156,"714,256","714,256","4,93372","5,32247","3,09492","0,0053052","5,28582","8,06017","0,119208",1,1,"-0,159346","-2,04696"
157,"714,567","714,567","4,93321","5,31639","3,09494","0,00529321","5,27698","8,0296","0,11883",1,1,"-0,157059","-2,04457"
158,"714,772","714,772","4,93203","5,31301","3,0949","0,00528048","5,28635","8,03068","0,118557",1,1,"-0,156375","-2,04386"
159,"714,987","714,987","4,93168","5,30701","3,09511","0,0052969","5,27918","8,01695","0,118692",1,1,"-0,154815","-2,04223"
160,"715,194","715,194","4,93109","5,30353","3,09541","0,00529776","5,27215","8,03162","0,118864",1,1,"-0,153353","-2,04071"
161,"715,335","715,335","4,92749","5,30339","3,09553","0,00528676","5,27709","8,07204","0,118866",1,1,"-0,152774","-2,0401"
162,"715,469","715,469","4,92586","5,29975","3,09567","0,00529831","5,27097","8,06292","0,118877",1,1,"-0,151638","-2,03892"
163,"715,601","715,601","4,92363","5,2973","3,09574","0,00529273","5,26935","8,04975","0,118807",1,1,"-0,150689","-2,03792"
164,"715,738","715,738","4,92112","5,2948","3,09573","0,00530165","5,26304","8,0276","0,118549",1,1,"-0,14942","-2,0366"
165,"715,933","715,933","4,91948","5,29154","3,09568","0,0052879","5,2639","8,01411","0,118227",1,1,"-0,14827","-2,0354"
166,"716,181","716,181","4,91899","5,28576","3,0958","0,00528725","5,24734","7,9866","0,118039",1,1,"-0,145962","-2,03299"
167,"716,371","716,371","4,91816","5,27852","3,09609","0,00527511","5,2369","7,96285","0,118004",1,1,"-0,144281","-2,03123"
168,"716,554","716,554","4,91821","5,27235","3,09636","0,00525393","5,2358","7,96184","0,117912",1,1,"-0,143225","-2,03013"
169,"716,604","716,604","4,91745","5,26559","3,09652","0,0052276","5,23316","7,93594","0,117752",1,1,"-0,142697","-2,02958"
170,"716,841","716,841","4,91727","5,26035","3,09674","0,00530578","5,223","7,92346","0,117614",1,1,"-0,140866","-2,02767"
171,"717,064","717,064","4,91763","5,2568","3,09698","0,00533217","5,22158","7,89994","0,117286",1,1,"-0,139492","-2,02623"
172,"715,68","715,68","4,91594","5,25322","3,09714","0,00530929","5,22026","7,90407","0,117003",1,1,"-0,146726","-2,03379"
173,"715,803","715,803","4,91386","5,25115","3,09715","0,00528832","5,22453","7,94664","0,117005",1,1,"-0,146321","-2,03336"
174,"715,868","715,868","4,91383","5,24817","3,09725","0,0052757","5,21202","7,91642","0,117024",1,1,"-0,145236","-2,03223"
175,"715,549","715,549","4,91354","5,24383","3,09737","0,00525532","5,20437","7,89679","0,116765",1,1,"-0,146441","-2,03349"
176,"714,983","714,983","4,91139","5,2402","3,09745","0,00526386","5,2065","7,90675","0,11681",1,1,"-0,149539","-2,03672"
177,"715,034","715,034","4,90968","5,23823","3,09751","0,00525938","5,21939","7,96219","0,116826",1,1,"-0,150032","-2,03724"
178,"715,185","715,185","4,90788","5,24021","3,09758","0,00525271","5,22191","7,96052","0,116534",1,1,"-0,149185","-2,03635"
179,"715,251","715,251","4,90543","5,24181","3,09758","0,00522697","5,21364","7,96147","0,116358",1,1,"-0,148231","-2,03536"
180,"715,106","715,106","4,90323","5,23918","3,09748","0,0052703","5,20134","7,9356","0,116061",1,1,"-0,148196","-2,03532"
